antecedents,consequents,support,confidence,lift
"城市_城市=长沙, 平台_平台=智联招聘, 薪资_薪资=中薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.07947387236350636,0.586944646758922,1.08325833120377
"城市_城市=长沙, 薪资_薪资=中薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.07947387236350636,0.586944646758922,1.08325833120377
"城市_城市=长沙, 薪资_薪资=中薪","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 行业_行业=其他",0.07947387236350636,0.586944646758922,1.08325833120377
"城市_城市=长沙, 薪资_薪资=低薪, 行业_行业=其他","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.0640894466291096,0.7038992688870838,1.0812537888920493
"城市_城市=长沙, 平台_平台=智联招聘, 薪资_薪资=低薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.0640894466291096,0.7038992688870838,1.0812537888920493
"城市_城市=长沙, 薪资_薪资=低薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.0640894466291096,0.7038992688870838,1.0812537888920493
城市_城市=天津,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.0642250465354224,0.70329373650108,1.0803236356505226
"城市_城市=天津, 平台_平台=智联招聘, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.0642250465354224,0.70329373650108,1.0803236356505226
"城市_城市=天津, 平台_平台=智联招聘",岗位层级_岗位层级=中级技术岗,0.0642250465354224,0.70329373650108,1.0803236356505226
"城市_城市=天津, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.0642250465354224,0.70329373650108,1.0803236356505226
"城市_城市=天津, 行业_行业=其他","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.0642250465354224,0.70329373650108,1.0803236356505226
城市_城市=天津,岗位层级_岗位层级=中级技术岗,0.0642250465354224,0.70329373650108,1.0803236356505226
薪资_薪资=中薪,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.20007149813241948,0.6999913741050634,1.0752509043510101
薪资_薪资=中薪,岗位层级_岗位层级=中级技术岗,0.20007149813241948,0.6999913741050634,1.0752509043510101
"平台_平台=智联招聘, 薪资_薪资=中薪",岗位层级_岗位层级=中级技术岗,0.20007149813241948,0.6999913741050634,1.0752509043510101
"岗位层级_岗位层级=中级技术岗, 薪资_薪资=高薪, 行业_行业=其他","城市_城市=长沙, 平台_平台=智联招聘",0.07724263754145043,0.5543170559094126,1.0733971615684965
"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 薪资_薪资=高薪, 行业_行业=其他",城市_城市=长沙,0.07724263754145043,0.5543170559094126,1.0733971615684965
"岗位层级_岗位层级=中级技术岗, 薪资_薪资=高薪, 行业_行业=其他",城市_城市=长沙,0.07724263754145043,0.5543170559094126,1.0733971615684965
"岗位层级_岗位层级=中级技术岗, 薪资_薪资=低薪",行业_行业=其他,0.15087338666929648,0.8803769241835707,1.0718131898591583
"岗位层级_岗位层级=中级技术岗, 薪资_薪资=低薪","平台_平台=智联招聘, 行业_行业=其他",0.15087338666929648,0.8803769241835707,1.0718131898591583
"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 薪资_薪资=低薪",行业_行业=其他,0.15087338666929648,0.8803769241835707,1.0718131898591583
"城市_城市=长沙, 薪资_薪资=低薪",岗位层级_岗位层级=中级技术岗,0.07731660112671195,0.6958837235104849,1.0689411765743995
"城市_城市=长沙, 薪资_薪资=低薪","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.07731660112671195,0.6958837235104849,1.0689411765743995
"城市_城市=长沙, 平台_平台=智联招聘, 薪资_薪资=低薪",岗位层级_岗位层级=中级技术岗,0.07731660112671195,0.6958837235104849,1.0689411765743995
"城市_城市=衡阳, 岗位层级_岗位层级=中级技术岗",行业_行业=其他,0.021511076046892914,0.8777665995975855,1.0686352552220515
"城市_城市=衡阳, 岗位层级_岗位层级=中级技术岗","平台_平台=智联招聘, 行业_行业=其他",0.021511076046892914,0.8777665995975855,1.0686352552220515
"城市_城市=衡阳, 岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",行业_行业=其他,0.021511076046892914,0.8777665995975855,1.0686352552220515
"城市_城市=长沙, 薪资_薪资=低薪","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 行业_行业=其他",0.0640894466291096,0.5768334627759903,1.0645972456170338
"城市_城市=长沙, 平台_平台=智联招聘, 薪资_薪资=低薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.0640894466291096,0.5768334627759903,1.0645972456170338
"城市_城市=长沙, 薪资_薪资=低薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.0640894466291096,0.5768334627759903,1.0645972456170338
"平台_平台=智联招聘, 薪资_薪资=低薪",行业_行业=其他,0.23478507414849423,0.8742712875831994,1.0643798943456104
薪资_薪资=低薪,行业_行业=其他,0.23478507414849423,0.8742712875831994,1.0643798943456104
薪资_薪资=低薪,"平台_平台=智联招聘, 行业_行业=其他",0.23478507414849423,0.8742712875831994,1.0643798943456104
薪资_薪资=高薪,"岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.13934739463270918,0.5759413053446784,1.0629506900592813
薪资_薪资=高薪,"岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘, 行业_行业=其他",0.13934739463270918,0.5759413053446784,1.0629506900592813
"平台_平台=智联招聘, 薪资_薪资=高薪","岗位层级_岗位层级=中级技术岗, 行业_行业=其他",0.13934739463270918,0.5759413053446784,1.0629506900592813
"城市_城市=天津, 薪资_薪资=低薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.020907040100590475,0.6908350305498981,1.061185921477718
"城市_城市=天津, 平台_平台=智联招聘, 薪资_薪资=低薪, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.020907040100590475,0.6908350305498981,1.061185921477718
"城市_城市=天津, 薪资_薪资=低薪","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.020907040100590475,0.6908350305498981,1.061185921477718
"城市_城市=天津, 薪资_薪资=低薪",岗位层级_岗位层级=中级技术岗,0.020907040100590475,0.6908350305498981,1.061185921477718
"城市_城市=天津, 薪资_薪资=低薪, 行业_行业=其他","岗位层级_岗位层级=中级技术岗, 平台_平台=智联招聘",0.020907040100590475,0.6908350305498981,1.061185921477718
"城市_城市=天津, 平台_平台=智联招聘, 薪资_薪资=低薪",岗位层级_岗位层级=中级技术岗,0.020907040100590475,0.6908350305498981,1.061185921477718
城市_城市=其他城市,"平台_平台=智联招聘, 行业_行业=其他",0.10878810665548995,0.8674071161784942,1.0560231220962244
城市_城市=其他城市,行业_行业=其他,0.10878810665548995,0.8674071161784942,1.0560231220962244
"城市_城市=其他城市, 平台_平台=智联招聘",行业_行业=其他,0.10878810665548995,0.8674071161784942,1.0560231220962244
"城市_城市=长沙, 平台_平台=智联招聘, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.2709532673413789,0.6867676925480394,1.054938117538146
"城市_城市=长沙, 行业_行业=其他",岗位层级_岗位层级=中级技术岗,0.2709532673413789,0.6867676925480394,1.054938117538146
